,week,libelle,store,moyenne_demande,ecart_type_demande,somme,stock_de_securite,durée_conservation,Categorie,Sous-Categorie,piece,kg,reappro,stock
98,2022-01-03,ECHALOTE 250G 20/40,GRENELLE,1.0,,1.0,,30,Légumes,Echalote,,2.9,15.0,
99,2022-01-03,KUMQUAT,GAMBETTA,0.7125,0.6969158246636868,2.85,1.1499111106950832,14,Epices et arômates/Condiments,Kumquat,,0.78,7.0,5.536128828729256
100,2022-01-03,KUMQUAT,GRENELLE,0.6816666666666666,0.5343563105893545,4.09,0.8816879124724349,14,Epices et arômates/Condiments,Kumquat,,0.78,7.0,4.71856028370708
101,2022-01-03,KUMQUAT,MONTORGUEIL,0.22999999999999998,0.12529964086141665,0.69,0.20674440742133746,14,Epices et arômates/Condiments,Kumquat,,0.78,7.0,1.3519942869902755
102,2022-01-03,KUMQUAT,ST OUEN,0.405,0.03535533905932739,0.81,0.05833630944789019,14,Epices et arômates/Condiments,Kumquat,,0.78,7.0,1.5718433672044252
103,2022-01-03,MACHE VRAC,GRENELLE,0.245,0.03535533905932738,0.49,0.05833630944789018,5,Légumes,Mache,,0.2,2.5,0.39848780407186635
104,2022-01-03,MACHE VRAC,ST OUEN,0.8371428571428572,0.6734912591789711,5.86,1.1112605776453024,5,Légumes,Mache,,0.2,2.5,2.8034858210853457
105,2022-01-03,MAIS EPIS SCHT 400G,GAMBETTA,1.3,0.6082762530298219,3.9,1.003655817499206,5,Légumes,Mais,1.0,,2.5,3.2119191850878854
106,2022-01-03,MAIS EPIS SCHT 400G,ST OUEN,1.65,0.9678154093971983,6.6,1.596895425505377,5,Légumes,Mais,1.0,,2.5,4.5874133648503665
107,2022-01-03,MARRON CUIT 200G,GAMBETTA,0.95,0.07071067811865478,1.9,0.11667261889578039,30,Fruits,Marron,1.0,,15.0,7.576871109941762
108,2022-01-03,MARRON CUIT 200G,GRENELLE,1.0,0.0,2.0,0.0,30,Fruits,Marron,1.0,,15.0,7.5
109,2022-01-03,NAVET BOULE D OR,GRENELLE,1.1028571428571428,1.0087734183273316,7.72,1.664476140240097,30,Légumes,Navet,,0.28,15.0,14.717916942738068
110,2022-01-03,NAVET BOULE D OR,ST OUEN,1.3485714285714288,0.6424024847250768,9.440000000000001,1.0599640997963766,30,Légumes,Navet,,0.28,15.0,14.219509020374819
111,2022-01-03,NOISETTE COQUE,ST OUEN,0.2,,0.2,,90,Fruits,Noisette,,0.05,45.0,
112,2022-01-03,NOIX SECHES,GAMBETTA,0.8328571428571429,0.43304019388944665,5.83,0.7145163199175869,90,Fruits,Noix,,0.21,45.0,23.532406901391848
113,2022-01-03,NOIX SECHES,GRENELLE,0.9314285714285714,0.6221047224658287,6.52,1.0264727920686174,90,Fruits,Noix,,0.21,45.0,27.842931677501163
114,2022-01-03,NOIX SECHES,MONTORGUEIL,0.42000000000000004,0.2606722079547415,2.1,0.43010914312532345,90,Fruits,Noix,,0.21,45.0,12.33525984531723
115,2022-01-03,NOIX SECHES,ST OUEN,0.7257142857142858,0.5130905424600075,5.08,0.8465993950590124,90,Fruits,Noix,,0.21,45.0,22.007732819757884
116,2022-01-03,OIGNON JAUNE,GAMBETTA,3.2028571428571433,1.6861169817632693,22.42,2.7820930199093943,90,Légumes,Oignon,,0.98,45.0,90.72713305102097
117,2022-01-03,OIGNON JAUNE,GRENELLE,6.3500000000000005,1.8106536572924892,44.45,2.987578534532607,90,Légumes,Oignon,,0.98,45.0,162.91628607400233
118,2022-01-03,OIGNON JAUNE,MONTORGUEIL,3.037142857142857,1.2134347158062562,21.259999999999998,2.0021672810803226,90,Légumes,Oignon,,0.98,45.0,81.76666071417887
119,2022-01-03,OIGNON JAUNE,ST OUEN,5.0,2.1275055816613033,30.0,3.5103842097411504,90,Légumes,Oignon,,0.98,45.0,136.04837316036927
120,2022-01-03,OIGNON JAUNES 500G,GRENELLE,1.6,0.5477225575051662,8.0,0.9037422198835242,90,Légumes,Oignon,1.0,,45.0,42.062487113388364
121,2022-01-03,OIGNON JAUNES 500G,ST OUEN,1.58,0.9121403400793103,7.9,1.505031561130862,90,Légumes,Oignon,1.0,,45.0,45.64605863691372
122,2022-01-03,OIGNON ROUGE 60-80,GAMBETTA,1.2557142857142856,0.8084317564036587,8.79,1.3339123980660368,90,Légumes,Oignon,,0.2,45.0,37.201727822887676
123,2022-01-03,OIGNON ROUGE 60-80,GRENELLE,1.7185714285714284,0.4674551162564013,12.03,0.7713009418230621,90,Légumes,Oignon,,0.2,45.0,43.84190115393507
124,2022-01-03,OIGNON ROUGE 60-80,MONTORGUEIL,1.2714285714285716,0.4342207031540746,8.9,0.7164641602042231,90,Légumes,Oignon,,0.2,45.0,33.41333055411969
125,2022-01-03,OIGNON ROUGE 60-80,ST OUEN,1.897142857142857,0.8625488253951057,13.28,1.4232055619019244,90,Légumes,Oignon,,0.2,45.0,52.232867432819745
126,2022-01-03,OIGNONS ROUGES 500G,GRENELLE,0.9833333333333334,0.04082482904638629,5.9,0.06736096792653738,90,Légumes,Oignon,1.0,,45.0,22.576871109941763
